video_id,video_url,title,description,published_at,duration_seconds,is_short,recording_lat,recording_lng,recording_location_description,view_count,like_count,comment_count,thumbnail_url
g-DFzKZIdO4,https://www.youtube.com/watch?v=g-DFzKZIdO4,What is KURDISTAN? (Hidden Gem of Middle East),"WHAT IS KURDISTAN?

I've spent the last few days in Iraqi Kurdistan, and let's just say that this place is a paradise, and not at all what you'd expect! And no - it's not dangerous at all!

Join me as I take you around the hidden gem of the Middle East, and tell you what is this lovely place called Kurdistan.

Have you ever been to Kurdistan?  Would love to hear your thoughts on it in the comments below!

#travel #kurdistan #middleeast 

FIND ME ON:
► INSTAGRAM: https://www.instagram.com/drewbinsky/
► TIK TOK: https://www.tiktok.com/@drewbinsky
► FACEBOOK: https://www.facebook.com/drewbinsky/ 
► YOUTUBE 2ND CHANNEL: https://rb.gy/a65sj

👨🏻‍🦰 WHO AM I? 
I'm Drew Binsky and I have been to EVERY country in the world (197/197).  I make documentaries about interesting people and cultures in faraway places.  My ultimate goal is to inspire you to travel because I think it's the best education that you can get.  And our planet is beautiful!

MOST POPULAR YOUTUBE VIDEOS:
► He Is The Ice Man: http://y2u.be/VF8dkjEdKNo
► Tallest Humans on Earth: http://y2u.be/u03kNQNclGY
► He Hasn't Slept Since 1962: http://y2u.be/EDx1JvPEtxs
► 3 Things You Can't Do in North Korea: http://y2u.be/mNsx0Nqryos
► Why is Everything Free in Pakistan?: http://y2u.be/CWeWxl7ruGE

🙏 GET IN TOUCH!
► Website: https://world.drewbinsky.com/
► Email: partnerships@drewbinsky.com

*Some of the links or other products that appear on this video are from companies which I earn an affiliate commission or referral bonus at no additional cost to you. All opinions are my own. The content in this video is accurate as of the posting date. Some of the offers mentioned may no longer be available.",2019-04-18T14:00:06Z,217,False,,,,1097377,32286,9622,https://i.ytimg.com/vi/g-DFzKZIdO4/maxresdefault.jpg
HrzyFkx2mFQ,https://www.youtube.com/watch?v=HrzyFkx2mFQ,He Wants to go to the USA,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? https://www.instagram.com/drewbinsky

This is a story about an amazing guy from Afghanistan named Noor, who has been taking me around his country for the last 6 days.

There are so many things to admire about this humble man, but I find it extra special that he's so interested in my country.   In 2007, after he won the biggest national English-speaking competition, he was given a chance to study in the USA... but unfortunately, his visa was denied at the US embassy.

It's been a pleasure seeing Afghanistan alongside Noor, and I wish him the best of luck in the future.  If you are interested to visit Afghanistan, I highly recommend getting in touch with him on Instagram @LetsBeFriendsAfghanistan.  It'll be the trip of a lifetime!

TEXT ME +1 310 349 3854 and I will respond :) 

Do you want exclusive travel advice, need help planning a trip or want a personalized shoutout? Request a custom video from me on CAMEO: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-16T14:00:02Z,209,False,,,,782428,25515,2403,https://i.ytimg.com/vi/HrzyFkx2mFQ/maxresdefault.jpg
JuWQ4T8p5m0,https://www.youtube.com/watch?v=JuWQ4T8p5m0,What is KABUL Really Like? (Afghanistan's Capital),"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? Join me @drewbinsky!

I wasn't planning to come to Kabul, but I'm still glad that I did!  Afghanistan's capital city has pleasantly caught me by surprise as you'll find out why in this video.

This will probably the first, only and last positive video that you'll ever see about Kabul, as it has suffered immensely over the last 40 years through countless wars and terrorism.  But truth be told, I have found it to be enjoyable from the delicious street food to the bustling markets and the warm smiles!

Tomorrow is my last day and final video in Afghanistan - I hope you've been enjoying to see life inside this country!

On Instagram? See my stories now @drewbinsky!

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-15T16:13:08Z,328,False,,,,526166,16689,1941,https://i.ytimg.com/vi/JuWQ4T8p5m0/maxresdefault.jpg
nephgfilGa0,https://www.youtube.com/watch?v=nephgfilGa0,He's The Last Jew in Afghanistan (Crazy Story),"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

UPDATE: Zablon managed to escape from Afghanistan during the Taliban takeover in August 2021. He currently resides safely in Turkey.  In any regard, I'm going to tell you one of the most interesting stories that I've come across in all of my travels.

Meet Zablon Simintov -- the last and only remaining Afghan Jew in Afghanistan.

As a successful entrepreneur in his early years (carpet trading) -- this man has suffered a lot over the last 25 years.  He was sent to prison camps by the Taliban, he got all of his carpet stolen by the Mujahideen overnight ($300,000 USD worth), and his entire family and friends left him behind for Israel, Europe, and the U.S.

But somehow, Zablon has kept up being an Orthodox Jew, and taking care of the only working Synagogue in the country.  He practices Shabbat, keeps kosher, and speaks Hebrew. As a Jew myself, this has been an absolutely amazing story to hear and we had a connection that I cannot explain.

Also FYI,  I found out Zablon yesterday and booked a last-minute flight to Kabul to try and find him (I originally wasn't planning to come to Kabul).  I am beyond happy that I did.

Join me as I share with you Zablon's full story, which I hope you enjoy hearing because this has been a VERY special experience for me.  It's one of my favorite videos that I've had the pleasure to share and it's a day that I'll never forget.

#jewish #afghanistan #religion 

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-14T14:00:10Z,371,False,,,,1430051,36376,6109,https://i.ytimg.com/vi/nephgfilGa0/maxresdefault.jpg
YkNHxyfXhMU,https://www.youtube.com/watch?v=YkNHxyfXhMU,"In Afghanistan, A Stranger is a Friend 😄","► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? Join me @drewbinsky!

This video was spontaneous and unplanned.

My Afghan friend, Noor, and I were road tripping from Mazari Sharif Eastbound when we found a hitchhiker on the side of the road.  We picked him up, and he invited us into his village for tea.

This is a video about the amazing hospitality in Afghanistan.  I am shocked by how warm and inviting these people are!

I documented the entire experience and originally wasn't planning to upload it as a separate story, but it is too good not to share with you.  

Thank you so much for watching, and for all of your comments/reactions/questions on my Afghanistan content so far.  If you ask me, this is as good as it gets.

On Instagram? Come say hi @drewbinsky! 

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-13T14:00:04Z,218,False,,,,165137,7841,1151,https://i.ytimg.com/vi/YkNHxyfXhMU/maxresdefault.jpg
Momo6NaD0t8,https://www.youtube.com/watch?v=Momo6NaD0t8,What Can $10 Get in AFGHANISTAN?,"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

Today in Mazar-I-Sharif, (Northern) Afghanistan -- I was able to buy 9 things for less than $10 USD total!  A turban, kebabs, shisha, rickshaw ride... and can you guess what else I got my hands on?!

Much like its neighboring countries of Iran and Pakistan, daily living expenses in Afghanistan are VERY CHEAP, especially when compared to Western standards. 

I had a lot of fun making this video around Afghanistan and I'm really enjoying this country so far.   More than anything else, I hope that this video changes your perspectives about Afghanistan and shows you that life is existing here just like it does in your home country.  And frankly, I find Afghan culture here to be the most untouched, raw and authentic in the world.

It would mean a lot to me if you shared this video to help spread a positive image about Afghanistan because sadly, you won't see too much of it online. 

Come say 'Salam' on Instagram: https://www.instagram.com/drewbinsky

#afghanistan #travel #asia 

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-12T14:00:03Z,318,False,,,,2562102,56576,7631,https://i.ytimg.com/vi/Momo6NaD0t8/maxresdefault.jpg
eHsW-xA-1Sc,https://www.youtube.com/watch?v=eHsW-xA-1Sc,How Afghanistan Gets High (They Grow Their Own Hash),"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

The country of Afghanistan is world-renowned for its hash - or the purest form of cannabis.   In fact, it's believed that hash originated in this country (Afghan hash) and even today, it's the world's largest exporter.  Some people even say that Afghanistan is synonymous with hash.  

I wanted to dive deep into the hash culture of Afghanistan, so my friend and I went to the Balkh province and this is what we discovered.  

Would you ever try hash?

#afghanistan #middleeast #travel 

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-11T15:00:05Z,330,False,,,,2695752,61617,5963,https://i.ytimg.com/vi/eHsW-xA-1Sc/maxresdefault.jpg
IVfXfdJ7j0I,https://www.youtube.com/watch?v=IVfXfdJ7j0I,My First 24 Hours in Afghanistan,"When I say the word AFGHANISTAN, what do you think of?

Yes - what you thought of is true...  There has been continuous war in this country since 1979.  It's not a very safe place to visit, and only advised for experienced travelers.

That being said, I'm really excited to have this opportunity to explore Afghanistan for the next week.   The content that you are about to see over the next 7 days -- in regards to the Afghan people, culture and lifestyle -- does not exist, anywhere, on the internet.   You guys are in for a real treat!

Join me as I take show you my first 24 hours in the 3rd biggest city called Mazar-I-Sharif.  This place is awesome.

Comment below with any questions you have about traveling Afghanistan, and I will get back to you!

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-10T19:45:00Z,220,False,,,,579726,18837,3603,https://i.ytimg.com/vi/IVfXfdJ7j0I/maxresdefault.jpg
GZcpbEF7MAk,https://www.youtube.com/watch?v=GZcpbEF7MAk,10 Things I Love About Pakistan,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? https://www.instagram.com/drewbinsky

My time in Pakistan has sadly come to an end, and words cannot describe how incredible the last 2 weeks of my life have been. 

I came into this country scared, nervous and intimidated by what I had heard on the media... and I am leaving with the biggest smile on my face, knowing that Pakistan might be the most special country in the world. 

By special, I mean incredibly hospitable, deliciously tasty, shockingly beautiful and just absolutely perfect.

Join me in my final video of this series, where I explain 10 things I love about Pakistan.  I hope you enjoyed watching my content in Pakistan, and if any of you have had your perspectives changed about Pakistan, please share below because I’d love to hear your feedback!

Are you on Instagram? Come find me @drewbinsky! The journey continues soon to AFGHANISTAN and IRAQ :)

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-09T14:00:05Z,252,False,,,,728523,47725,6153,https://i.ytimg.com/vi/GZcpbEF7MAk/maxresdefault.jpg
54GbHNCYtZw,https://www.youtube.com/watch?v=54GbHNCYtZw,"He Teaches Poor Kids FOR FREE (Islamabad, Pakistan)","► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? Join me @drewbinsky!

Every day for the last 37 years, Master Ayub has been teaching poor children from the slums of Islamabad, Pakistan FOR FREE in a public park. 

It started with one kid, then two came, then hundreds, and now he has educated tens of thousands of kids by HIMSELF.  Master Ayub's kind heart and dedication has landed him many awards in Pakistan and beyond, including one from Queen Elizabeth herself, and he does not plan to stop teaching until he dies.  

This man is a class act who has a heart of gold. He has sacrificed his life so much that he moved his home to the neighboring slum just to be at the kids' service 24/7. Can you imagine how much better the world would be if everyone was like Master Ayub?

Follow Drew Binsky for daily travel videos.  Instagram @drewbinsky 

Are you on Instagram? Join me there @DrewBinsky.

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-07T21:32:38Z,325,False,,,,390299,20469,2067,https://i.ytimg.com/vi/54GbHNCYtZw/maxresdefault.jpg
c5Z-ovcszoA,https://www.youtube.com/watch?v=c5Z-ovcszoA,How Cheap is Pakistan? (#1 Cheapest in World!),"After spending nearly the last 2 weeks in Pakistan, I can confidently say that this is the CHEAPEST COUNTRY IN THE WORLD!  By a long shot!  Pakistan is cheaper than Bangladesh, India, Vietnam and Nepal.

It's mind-blowing to me how affordable everything is in Pakistan, from hotels to food to taxis to souvenirs.  Basically, for just $20/day, you can live comfortably.  This is just one of the many reasons that makes coming to Pakistan so enjoyable.

What do you think is the cheapest country in the world?

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-05T15:00:16Z,125,False,,,,549874,24730,3253,https://i.ytimg.com/vi/c5Z-ovcszoA/maxresdefault.jpg
jlw7YRXDyI4,https://www.youtube.com/watch?v=jlw7YRXDyI4,He Walked Across Pakistan... TWICE,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? Join me @drewbinsky!

Before I came to Pakistan, dozens of people reached out and told me that I had to find a man named Naveed Khan -- AKA the guy who walked across Pakistan TWICE.

So I found his Instagram (@hunzaonfoot), sent him a message, a lucky we happened to be in Islamabad at the same time (he's usually in the Hunza Valley mountains).   

I was amazed to hear his story. 

Join me as I tell you how Naveed got inspired to walk 5,100 kilometers across Pakistan, Afghanistan and India.  If you are ever planning to visit Northern Pakistan or the Hunza Valley, then Naveed is your guy!

And also, for all of you out there who still thinks that Pakistan is ""unsafe"" -- then hearing Naveed's story will prove you wrong!

Join me on Instagram @drewbinsky, and also join Naveed on Instagram (@huzaonfoot).  

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-04T15:00:09Z,225,False,,,,276478,13754,1124,https://i.ytimg.com/vi/jlw7YRXDyI4/maxresdefault.jpg
pRmja30c3Gw,https://www.youtube.com/watch?v=pRmja30c3Gw,The Rise of Women in Pakistan,"Much like its neighboring countries in South Asia, Pakistan's society has always been dominated by men.  Men are seen in the office, in the government chairs, and walking around the streets. 

Gender equality is essential for a country to develop both economically and socially -- and thankfully for Pakistan, it's starting to change.

In recent years, there's been a huge uplift in women's empowerment and women's role in Pakistani society.   More women are being employed at higher jobs positions, more women are voting in the elections and more women are getting their voices heard.

Since I've arrived in Pakistan, I've made it a mission to find and interview Pakistani women who are doing inspiring things and changing the game.  Here are 5 of them that I've met so far, who are carving the path for hundreds of millions of women in this country.

I'm on Instagram, too! @drewbinsky

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-03T15:50:26Z,284,False,,,,215849,9287,1820,https://i.ytimg.com/vi/pRmja30c3Gw/maxresdefault.jpg
wSwAY12uVZI,https://www.youtube.com/watch?v=wSwAY12uVZI,What is KASHMIR? (India vs Pakistan),"Guess what?  I am the VERY FIRST TOURIST EVER to be allowed into Azad (Pakistani) Kashmir without a permit.  The government lifted restrictions TODAY and I am thrilled to be able to experience this untouched society. 

If you've never heard of Kashmir before, it's a disputed territory of some 13 million people that lies in the Himalayan mountains in between Northern India, Northern Pakistan and Western China.  Each of the 3 countries claims ownership in the land, which is what has caused all the recent controversy.

But all politics aside, this place is SO AMAZING and I am loving the culture out here.  Who would have known that Kashmir is this stunning?  Did you?

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-04-02T17:41:48Z,195,False,,,,1000811,32888,7572,https://i.ytimg.com/vi/wSwAY12uVZI/maxresdefault.jpg
HA_BuTlP8KA,https://www.youtube.com/watch?v=HA_BuTlP8KA,This Girl Never Gave Up,"► SUBSCRIBE for daily travel videos: http://bit.ly/2hyQnZ1
► INSTAGRAM? https://www.instagram.com/drewbinsky

I've spent the last 7 days in Pakistan with Manon.  She is an incredible woman and has one of the most inspiring stories that you will ever hear.

From being in a coma and on life support, to traveling the world (solo) and following her dreams in a matter of 2 years -- this girl has truly never given up.   I don't know how she has more energy than I do, but it's contagious to be around!

Thank you, Manon, for being you.  I can't wait to stay in touch and see where you're at in 5, 10, 20 years down the road!

Join me on Instagram @drewbinsky,  follow Manon on IG as well @manonraja! She'd love to hear from you.

TEXT ME +1 310 349 3854 and I will respond :) 

Do you want exclusive travel advice, need help planning a trip or want a personalized shoutout? Request a custom video from me on CAMEO: https://www.cameo.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-04-01T15:00:02Z,203,False,,,,614384,23235,1746,https://i.ytimg.com/vi/HA_BuTlP8KA/maxresdefault.jpg
CWeWxl7ruGE,https://www.youtube.com/watch?v=CWeWxl7ruGE,Why is Everything FREE in Pakistan?!,"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

Fact: I came to Pakistan and I haven't spent any money... Why? 

Because nobody will let me!  Seriously.  Pakistan has the world's best hospitality, by a long shot. 

Anywhere I go in the world, I always insist on paying -- whether it be for dinners, gifts, taxi rides, experiences, you name it.  But the people here in Pakistan (aggressively) won't let me pay.  It's insane!!

I LOVE PAKISTAN 🇵🇰

Follow @drewbinsky on Instagram for more content from Pakistan! https://instagram.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
drew (at) drewbinsky (dot) com",2019-03-31T10:09:27Z,248,False,,,,10166644,394808,56759,https://i.ytimg.com/vi/CWeWxl7ruGE/maxresdefault.jpg
nVKjywJhl1o,https://www.youtube.com/watch?v=nVKjywJhl1o,"Visiting South Asia's Oldest City | Peshawar, Pakistan","From the moment we arrived in Peshawar, my eyes have been glued out the window and my heart has been beating fast.  I am in love with this place.

Peshawar is an ancient city in North West Pakistan -- almost on the border with Afghanistan -- that has a recorded history dating back to 539 BCE.

The culture of Peshawar is unique to anywhere else in Pakistan (and the world for that matter).   The way that people dress is different.  The cuisine is different.  The buildings are different.   

They get such little tourism that the people are extremely curious and welcoming.   

Peshawar is my kind of place, and I can't wait to show you more of this city over the coming days :)

Instagram @drewbinsky for daily updates!

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-03-30T14:00:05Z,214,False,,,,508631,19488,3474,https://i.ytimg.com/vi/nVKjywJhl1o/maxresdefault.jpg
O84G6sQr0TY,https://www.youtube.com/watch?v=O84G6sQr0TY,India vs. Pakistan | Similarities and Differences,"💰My Top Travel Reward Credit Cards: https://bit.ly/3IilNzy
✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1

INDIA VS. PAKISTAN - Are they similar or different? Find out in this video!

There has been a lot of negative chatter in the news about India and Pakistan, and I'm sure you've heard a thing or two about the conflict.   

But let's take a moment and try to look at these neighboring countries from a different perspective. 

After spending nearly 4 months traveling around India and the last 2 weeks in Pakistan -- this video explains my unbiased opinions of comparing and contrasting the two nations.  

Long story short, I find there to be A LORE MORE SIMILARITIES than differences between India and Pakistan.

What are your thoughts on India and Pakistan? Which country do you prefer?

Follow @drewbinsky for more stories from EVERY country, and join me on https://instagram.com/drewbinsky 

#India #Pakistan #Travel 

👕 Thank you for making these travel videos possible by supporting my clothing brand, JUST GO 🌎: https://shopjustgo.com/

👫 JOIN over 33,000 people in our JUST GO APP!  https://bit.ly/3iAZlnw
✈️ BOOK your next trip here: https://travel.drewbinsky.com/

FIND ME ON SOCIAL MEDIA:
► IG: https://www.instagram.com/drewbinsky/
► FB: https://www.facebook.com/drewbinsky/ 
► Tik Tok: https://www.tiktok.com/@drewbinsky

👨🏻‍🦰 WHO AM I? 
I'm Drew Binsky and I have been to EVERY Country in the world (197/197).  I make travel videos about people, culture, and anything else I find interesting on the road.  My ultimate goal is to inspire you to travel far and wide because I think that traveling is the best education that you can get, and our planet is beautiful!

How I find music for my Videos:
- Tom Fox is a legendary musical artist: https://tfbeats.com/
- Take your films to the next level w/ music from Musidbed: http://share.mscbd.fm/drewbinsky 

MOST POPULAR YOUTUBE VIDEOS:
► He Is The Ice Man: http://y2u.be/VF8dkjEdKNo
► Tallest Humans on Earth: http://y2u.be/u03kNQNclGY
► Why is Everything Free in Pakistan?: http://y2u.be/CWeWxl7ruGE
► 3 Things You Can't Do in North Korea: http://y2u.be/mNsx0Nqryos
► World's Strangest City: http://y2u.be/hmIa2SGpm6s

🙏 GET IN TOUCH!
► Website: https://world.drewbinsky.com/
► Email: partnerships@drewbinsky.com

*Some of the links or other products that appear on this video are from companies which I earn an affiliate commission or referral bonus at no additional cost to you. All opinions are my own. The content in this video is accurate as of the posting date. Some of the offers mentioned may no longer be available.",2019-03-28T14:00:07Z,250,False,,,,2009661,59373,10723,https://i.ytimg.com/vi/O84G6sQr0TY/maxresdefault.jpg
op4etGluxK0,https://www.youtube.com/watch?v=op4etGluxK0,I Met The Secret Henna Queen of Pakistan,"I'm so excited to share with you the story of Sara -- a Pakistani-born Hong Kong resident who is the most magnificent henna tattoo artist you will ever see!

Henna is a temporary body art and a common wedding tradition throughout South Asia and the Middle East -- especially here in Pakistan. 

Sara reached out to me yesterday on Instagram, and I immediately responded after seeing the amazing work on her feed.  If you ever want to get a beautiful henna tattoo, then contact her on IG (@sarashenna)! She flies worldwide.

Join me on Instagram! https://instagram.com/drewbinsky

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-03-27T15:03:43Z,225,False,,,,7434099,93763,2863,https://i.ytimg.com/vi/op4etGluxK0/maxresdefault.jpg
h5qP44d6cVs,https://www.youtube.com/watch?v=h5qP44d6cVs,The World's Craziest Buses Are in Pakistan,"Who knew that Pakistan has the most distinct, colorful and decorative public buses in the world?? I surely didn't know until stepping foot in Karachi, and I am blown away by how crazy (and trippy) they are!

P.S. I just arrived in the bustling city of Lahore and I am loving it so far.  If you have any tips for things to do/see/eat here, please let me know!

Join me on Insta @drewbinsky!

FIND ME ON SOCIAL MEDIA:
►FB: https://www.facebook.com/drewbinsky/ (I post daily videos there too!)
►IG: https://www.instagram.com/drewbinsky/
►TW: https://twitter.com/drewbinsky

MORE ABOUT ME:
https://drewbinsky.com/about/

CONTACT ME: 
team (at) drewbinsky (dot) com",2019-03-26T14:12:20Z,183,False,,,,203743,8287,1183,https://i.ytimg.com/vi/h5qP44d6cVs/maxresdefault.jpg
S_NUHA4mElg,https://www.youtube.com/watch?v=S_NUHA4mElg,Is Pakistan Safe? I Went There to Find Out,"✅ SUBSCRIBE for More Travel Videos: http://bit.ly/2hyQnZ1
📝 Get My Top 100 Travel Pics FREE! https://bit.ly/3Fsk0qo

""Watch out for terrorists"" ... ""Why would you ever want to go there?!""...

These were some of the many reactions I received from my friends, family members and followers when I told them I was coming to Pakistan.

And all I can do is shake my head and laugh!!

I've been in Pakistan for almost a week already, and there has not been one instance where I felt unsafe.  The people of Pakistan are incredibly warm and hospitable, and they will literally break their backs to make sure that I am enjoying myself in their country.  

I've never experienced this kind of hospitality in my life. 

Am I saying that Pakistan is 100%?  Not at all.  You need to take normal precautions, just like you would do anywhere else in the world.  But what I am trying to tell you is that the reputation you've heard in the media about Pakistan is completely and utterly false.  

I am absolutely LOVING Pakistan so far, and I can't wait to see more over the coming 8 days!  

P.S. -- For the record, nobody told me to make this video and it is not sponsored by anyone.  These are my 100% honest feelings from my experience in Pakistan so far.  The truth is that I can never say enough about how amazing Pakistan is.  More coming soon!

#pakistan #asia #travel 

FIND ME ON:
► INSTAGRAM: https://www.instagram.com/drewbinsky/
► TIK TOK: https://www.tiktok.com/@drewbinsky
► FACEBOOK: https://www.facebook.com/drewbinsky/ 
► YOUTUBE 2ND CHANNEL: https://rb.gy/a65sj

👨🏻‍🦰 WHO AM I? 
I'm Drew Binsky and I have been to EVERY country in the world (197/197).  I make documentaries about interesting people and cultures in faraway places.  My ultimate goal is to inspire you to travel because I think it's the best education that you can get.  And our planet is beautiful!

MOST POPULAR YOUTUBE VIDEOS:
► He Is The Ice Man: http://y2u.be/VF8dkjEdKNo
► Tallest Humans on Earth: http://y2u.be/u03kNQNclGY
► He Hasn't Slept Since 1962: http://y2u.be/EDx1JvPEtxs
► 3 Things You Can't Do in North Korea: http://y2u.be/mNsx0Nqryos
► Why is Everything Free in Pakistan?: http://y2u.be/CWeWxl7ruGE

🙏 GET IN TOUCH!
► Website: https://world.drewbinsky.com/
► Email: partnerships@drewbinsky.com

*Some of the links or other products that appear on this video are from companies which I earn an affiliate commission or referral bonus at no additional cost to you. All opinions are my own. The content in this video is accurate as of the posting date. Some of the offers mentioned may no longer be available.",2019-03-25T10:00:06Z,200,False,,,,1146842,49454,8463,https://i.ytimg.com/vi/S_NUHA4mElg/maxresdefault.jpg
